obsid,leadid,ccode,idacr,country,continent,leader,startdate,enddate,entry,exit,exitcode,gender,yrborn
GUA-1954-3,81e5b895-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Castillo Armas,1954-07-08,1957-07-20,Irregular,Irregular,Assassination by Unsupported Individual,M,1914
GUA-1957-1,81e5b896-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Gonzalez Lopez,1957-07-20,1957-10-24,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1900
GUA-1957-2,81e5b897-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Mendoza Azurdia,1957-10-24,1957-10-27,Irregular,Irregular,"Removed by Military, with Foreign Support",M,1917
GUA-1957-3,81e5b898-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Flores Avendano,1957-10-28,1958-03-02,Irregular,Regular,Regular,M,1898
GUA-1958,81e5b899-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Ydigoras Fuente,1958-03-02,1963-03-31,Regular,Irregular,"Removed by Military, without Foreign Support",M,1895
GUA-1963,81e5e968-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Peralta Azurdia,1963-03-31,1966-07-01,Irregular,Regular,Regular,M,1908
GUA-1966,81e5e969-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Mendez Montenegro,1966-07-01,1970-07-01,Regular,Regular,Regular,M,1915
GUA-1970,81e5e96a-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Arana Osorio,1970-07-01,1974-07-01,Regular,Regular,Regular,M,1918
GUA-1974,81e5e96b-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Laugerud Garcia,1974-07-01,1978-07-01,Regular,Regular,Regular,M,1930
GUA-1978,81e5e96c-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Lucas Garcia,1978-07-01,1982-03-23,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924
GUA-1982,81e61a3c-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Rios Montt,1982-03-23,1983-08-08,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1926
GUA-1983,81e61a3d-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Mejia Victores,1983-08-08,1986-01-14,Irregular,Regular,Regular,M,1930
GUA-1986,81e61a3e-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Cerezo,1986-01-14,1991-01-14,Regular,Regular,Regular,M,1942
GUA-1991,81e61a3f-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Serrano Elias,1991-01-14,1993-05-31,Regular,Irregular,"Removed by Military, without Foreign Support",M,1945
GUA-1993-1,81e61a40-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Espina Salguero,1993-05-31,1993-06-01,Regular,Regular,Regular,M,1946
GUA-1993-2,81e64b10-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Leon Carpio,1993-06-01,1996-01-14,Irregular,Regular,Regular,M,1942
GUA-1996,81e64b11-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Arzu Yrigoyen,1996-01-14,2000-01-14,Regular,Regular,Regular,M,1946
GUA-2000,81e64b12-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Alfonso Portillo Cabrera,2000-01-15,2004-01-14,Regular,Regular,Regular,M,1951
GUA-2004,81e64b13-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Berger Perdomo,2004-01-14,2008-01-14,Regular,Regular,Regular,M,1946
GUA-2008,825059b1-1e42-11e4-b4cd-db5882bf8def,90,GUA,Guatemala,Americas,Colom Caballeros,2008-01-14,2012-01-14,Regular,Regular,Regular,M,1951
GUA-2012,2b37a451-3481-11e4-8dba-bbcd9ed46413,90,GUA,Guatemala,Americas,Perez Molina,2012-01-14,2015-09-03,Regular,Regular,Regular,M,1950
GUA_2015_1,NA,90,GUA,Guatemala,Americas,Alejandro Maldonado Aguirre,2015-09-03,2016-01-14,Regular,Regular,Regular,M,1936
GUA_2016_1,NA,90,GUA,Guatemala,Americas,Jimmy Morales Cabrera,2016-01-14,2020-01-14,Regular,Regular,Regular,M,1969
GUA_2020_1,NA,90,GUA,Guatemala,Americas,Alejandro Giammattei,2020-01-14,2024-07-31,Regular,Still in Office,Still in Office,M,1956
HON-1933,81e6dd8f-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Carias Andino,1933-02-01,1949-01-01,Regular,Regular,Regular,M,1876
HON-1949,81e6dd90-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Galvez,1949-01-01,1954-01-15,Regular,Retired Due to Ill Health,Regular,M,1887
HON-1954,81e70e60-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Lozano Diaz,1954-01-15,1956-10-21,Regular,Irregular,"Removed by Military, without Foreign Support",M,1885
HON-1956,81e70e61-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Hector Caraccioli,1956-10-21,1957-12-21,Irregular,Regular,Regular,M,1922
HON-1957,81e70e62-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Villeda Morales,1957-12-21,1963-10-03,Regular,Irregular,"Removed by Military, without Foreign Support",M,1909
HON-1963,81e70e63-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Lopez Arellano,1963-10-03,1971-06-06,Irregular,Regular,Regular,M,1921
HON-1971,81e70e64-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Cruz,1971-06-06,1972-12-04,Regular,Irregular,"Removed by Military, without Foreign Support",M,1903
HON-1972,81e70e63-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Lopez Arellano,1972-12-04,1975-04-22,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1921
HON-1975,81e73f34-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Castro,1975-04-22,1978-08-07,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1938
HON-1978,81e73f35-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Paz Garcia,1978-08-07,1982-01-27,Irregular,Regular,Regular,M,1931
HON-1982,81e73f36-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Suazo Cordova,1982-01-27,1986-01-27,Regular,Regular,Regular,M,1928
HON-1986,81e73f37-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Azcona Hoyo,1986-01-27,1990-01-27,Regular,Regular,Regular,M,1927
HON-1990,81e73f38-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Callejas,1990-01-27,1994-01-27,Regular,Regular,Regular,M,1943
HON-1994,81e77012-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Reina,1994-01-27,1998-01-27,Regular,Regular,Regular,M,1926
HON-1998,81e77013-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Flores Facusse,1998-01-27,2002-01-27,Regular,Regular,Regular,M,1950
HON-2002,81e77014-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Ricardo Maduro,2002-01-27,2006-01-27,Regular,Regular,Regular,M,1946
HON-2006,825059b2-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Zelaya,2006-01-27,2009-06-28,Regular,Irregular,"Removed by Military, without Foreign Support",M,1952
HON-2009,825059b3-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Micheletti,2009-06-28,2010-01-27,Irregular,Regular,Regular,M,1948
HON-2010,825059b4-1e42-11e4-b4cd-db5882bf8def,91,HON,Honduras,Americas,Lobo,2010-01-27,2014-01-27,Regular,Regular,Regular,M,1947
HON-2014,149deeac-aae0-11e4-b3bc-29f2fa19767e,91,HON,Honduras,Americas,Hernández,2014-01-27,2022-01-27,Regular,Regular,Regular,M,1968
HON_2022_1,NA,91,HON,Honduras,Americas,Iris Xiomara Castro Sarmiento,2022-01-27,2024-07-31,Regular,Still in Office,Still in Office,F,1959
SAL-1935,81e80290-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Hernandez Martinez,1935-02-28,1944-05-09,Regular,Irregular,"Popular Protest, without Foreign Support",M,1882
SAL-1944-1,81e80291-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,"Menendez, A.I.",1944-05-09,1944-10-21,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1879
SAL-1944-2,81e80292-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Aguirre Salinas,1944-10-21,1945-02-28,Irregular,Regular,Regular,M,1889
SAL-1945,81e83362-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Castaneda Castro,1945-02-28,1948-12-14,Regular,Irregular,"Removed by Military, without Foreign Support",M,1888
SAL-1948,81e83363-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Cordova,1948-12-15,1949-01-04,Irregular,Regular,Regular,M,1894
SAL-1949-1,81e83364-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Osorio,1949-01-04,1949-10-22,Regular,Regular,Regular,M,1910
SAL-1949-2,81e83365-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Oscar Bolanos,1949-10-22,1950-09-14,Regular,Regular,Regular,M,1912
SAL-1950,81e83364-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Osorio,1950-09-14,1956-09-14,Regular,Regular,Regular,M,1910
SAL-1956,81e83366-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Lemus,1956-09-14,1960-10-26,Regular,Irregular,"Removed by Military, without Foreign Support",M,1911
SAL-1960,81e86436-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Castillo,1960-10-26,1961-01-25,Irregular,Irregular,"Removed by Military, without Foreign Support",M,1915
SAL-1961,81e86437-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Portillo,1961-01-25,1962-01-25,Irregular,Regular,Regular,M,1914
SAL-1962-1,81e86438-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Rodolfo Cordon,1962-01-25,1962-07-01,Regular,Regular,Regular,M,1899
SAL-1962-2,81e86439-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Rivera,1962-07-01,1967-07-01,Regular,Regular,Regular,M,1922
SAL-1967,81e8643a-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Sanchez Hernandez,1967-07-01,1972-07-01,Regular,Regular,Regular,M,1917
SAL-1972,81e8950a-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Molina,1972-07-01,1977-07-01,Regular,Regular,Regular,M,1927
SAL-1977,81e8950b-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Romero Mena,1977-07-01,1979-10-15,Regular,Irregular,"Removed by Military, without Foreign Support",M,1924
SAL-1979,81e8950c-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Majano Ramos,1979-10-15,1980-12-07,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1938
SAL-1980,81e8950d-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Duarte,1980-12-13,1982-05-02,Irregular,Regular,Regular,M,1925
SAL-1982,81e8950e-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Magana Borjo,1982-05-02,1984-06-01,Regular,Regular,Regular,M,1925
SAL-1984,81e8950d-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Duarte,1984-06-01,1989-06-01,Regular,Regular,Regular,M,1925
SAL-1989,81e8c5de-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Cristiani,1989-06-01,1994-06-01,Regular,Regular,Regular,M,1947
SAL-1994,81e8c5df-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Calderon Sol,1994-06-01,1999-06-01,Regular,Regular,Regular,M,1948
SAL-1999,81e8c5e0-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Flores,1999-06-01,2004-06-01,Regular,Regular,Regular,M,1959
SAL-2004,81e8c5e1-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Saca González,2004-06-01,2009-06-01,Regular,Regular,Regular,M,1965
SAL-2009,825059b5-1e42-11e4-b4cd-db5882bf8def,92,SAL,El Salvador,Americas,Funes,2009-06-01,2014-06-01,Regular,Regular,Regular,M,1959
SAL-2014,149deead-aae0-11e4-b3bc-29f2fa19767e,92,SAL,El Salvador,Americas,Sanchez Ceren,2014-06-01,2019-06-01,Regular,Regular,Regular,M,1944
SAL_2019_1,NA,92,SAL,El Salvador,Americas,Nayib Bukele,2019-06-01,2023-12-01,Regular,Irregular,Irregular,M,1981
SAL_2023_1,NA,92,SAL,El Salvador,Americas,Claudia Guevara,2023-12-01,2024-07-31,Irregular,Still in Office,Still in Office,F,1980
NIC-1937,81e98939-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Anastasio Somoza Garcia,1937-01-01,1947-05-01,Regular,Regular,Regular,M,1896
NIC-1947-1,81e9893a-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Arguello,1947-05-01,1947-05-26,Regular,Irregular,"Removed by Military, without Foreign Support",M,1875
NIC-1947-2,81e98939-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Anastasio Somoza Garcia,1947-05-26,1956-09-29,Irregular,Irregular,Assassination by Unsupported Individual,M,1896
NIC-1956,81e9893b-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Luis Somoza Debayle,1956-09-29,1963-05-01,Regular,Regular,Regular,M,1922
NIC-1963,81e9893c-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Shick Gutierrez,1963-05-01,1966-08-03,Irregular,Natural Death,Regular,M,1909
NIC-1966,81e9ba0c-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Guerrero Gutierrez,1966-08-04,1967-05-01,Regular,Regular,Regular,M,1900
NIC-1967,81e9ba0d-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Anastasio Somoza Debayle,1967-05-01,1979-07-17,Regular,Irregular,"Removed by Rebels, with Foreign Support",M,1925
NIC-1979,81e9ba0e-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Daniel Ortega,1979-07-18,1990-04-25,Irregular,Regular,Regular,M,1945
NIC-1990,81e9ba0f-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Violeta Chamorro,1990-04-25,1997-01-10,Regular,Regular,Regular,F,1929
NIC-1997,81e9ba10-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Aleman,1997-01-10,2002-01-10,Regular,Regular,Regular,M,1946
NIC-2002,81e9eae0-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Enrique Bolanos,2002-01-11,2007-01-10,Regular,Regular,Regular,M,1928
NIC-2007,81e9ba0e-1e42-11e4-b4cd-db5882bf8def,93,NIC,Nicaragua,Americas,Daniel Ortega,2007-01-10,2024-07-31,Regular,Still in Office,Still in Office,M,1945
COS-1940,81eb0fd9-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Calderon Guardi,1940-05-08,1944-05-08,Regular,Regular,Regular,M,1900
COS-1944,81eb40b6-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Picado Michalski,1944-05-08,1948-04-20,Regular,Irregular,"Removed by Rebels, without Foreign Support",M,1900
COS-1948-1,81eb718a-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Leon Herrera,1948-04-20,1948-05-08,Irregular,Regular,Regular,M,1874
COS-1948-2,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Figueres Ferrer,1948-05-08,1949-11-08,Irregular,Regular,Regular,M,1906
COS-1949,81eb718c-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Otilia Ulate,1949-11-08,1953-11-08,Regular,Regular,Regular,M,1892
COS-1953,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Figueres Ferrer,1953-11-08,1958-05-08,Regular,Regular,Regular,M,1906
COS-1958,81eba25e-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Echandi Jimenez,1958-05-08,1962-05-08,Regular,Regular,Regular,M,1915
COS-1962,81eba25f-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Orlich,1962-05-08,1966-05-08,Regular,Regular,Regular,M,1907
COS-1966,81ebd332-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Trejos,1966-05-08,1970-05-08,Regular,Regular,Regular,M,1916
COS-1970,81eb718b-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Figueres Ferrer,1970-05-08,1974-05-08,Regular,Regular,Regular,M,1906
COS-1974,81ebd333-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,"Quiros, Daniel",1974-05-08,1978-05-08,Regular,Regular,Regular,M,1921
COS-1978,81ec0406-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Carazo Odio,1978-05-08,1982-05-08,Regular,Regular,Regular,M,1926
COS-1982,81ec0407-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Monge Alverez,1982-05-08,1986-05-08,Regular,Regular,Regular,M,1925
COS-1986,81ec34da-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Arias,1986-05-08,1990-05-08,Regular,Regular,Regular,M,1941
COS-1990,81ec34db-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Calderon Fournier,1990-05-08,1994-05-08,Regular,Regular,Regular,M,1949
COS-1994,81ec65ae-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Figueres Olsen,1994-05-08,1998-05-08,Regular,Regular,Regular,M,1954
COS-1998,81ec65af-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Rodriguez Echeverria,1998-05-08,2002-05-08,Regular,Regular,Regular,M,1940
COS-2002,81ec9682-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,de la Espriella,2002-05-09,2006-05-08,Regular,Regular,Regular,M,1933
COS-2006,81ec34da-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Arias,2006-05-08,2010-05-08,Regular,Regular,Regular,M,1941
COS-2010,82508a84-1e42-11e4-b4cd-db5882bf8def,94,COS,Costa Rica,Americas,Laura Chinchilla Miranda,2010-05-08,2014-05-08,Regular,Regular,Regular,F,1959
COS-2014,149e15bc-aae0-11e4-b3bc-29f2fa19767e,94,COS,Costa Rica,Americas,Solis Rivera,2014-05-08,2018-05-08,Regular,Regular,Regular,M,1958
COS_2018_1,NA,94,COS,Costa Rica,Americas,Carlos Alvarado Quesada,2018-05-08,2022-05-08,Regular,Regular,Regular,M,1980
COS_2022_1,NA,94,COS,Costa Rica,Americas,Rodrigo Chaves Robles,2022-05-08,2024-07-31,Regular,Still in Office,Still in Office,M,1961
PAN-1940,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Arias, A.",1940-10-01,1941-10-09,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1901
PAN-1941-2,81f2804e-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Guardia, R.",1941-10-09,1945-06-15,Irregular,Regular,Regular,M,1899
PAN-1945,81f2804f-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Jimenez,1945-06-15,1948-10-01,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",M,1888
PAN-1948,81f2b120-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Diaz Arosomena,1948-10-01,1949-07-28,Irregular,Retired Due to Ill Health,Regular,M,1873
PAN-1949-1,81f2b121-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Chaniz Pinzon,1949-07-28,1949-11-20,Regular,Irregular,"Removed by Military, without Foreign Support",M,1892
PAN-1949-2,81f2b122-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Chiari, Roberto",1949-11-20,1949-11-25,Regular,Regular,Regular,M,1905
PAN-1949-3,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Arias, A.",1949-11-25,1951-05-10,Irregular,Regular,Regular,M,1901
PAN-1951,81f2e1fe-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Arosomena, A.",1951-05-10,1952-10-01,Regular,Regular,Regular,M,1883
PAN-1952,81f2e1ff-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Remon Cantero,1952-10-01,1955-01-02,Regular,Irregular,Assassination by Unsupported Individual,M,1908
PAN-1955-1,81f2e200-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Guizado,1955-01-03,1955-01-15,Regular,Regular,Regular,M,1899
PAN-1955-2,81f312d2-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Arias Espinosa,1955-01-15,1956-10-01,Regular,Regular,Regular,M,1912
PAN-1956,81f312d3-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Guardia Jr., E.",1956-10-01,1960-10-01,Regular,Regular,Regular,M,1904
PAN-1960,81f2b122-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Chiari, Roberto",1960-10-01,1964-10-01,Regular,Regular,Regular,M,1905
PAN-1964,81f312d4-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Robles,1964-10-01,1968-10-01,Regular,Regular,Regular,M,1905
PAN-1968-1,81f2804c-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,"Arias, A.",1968-10-01,1968-10-12,Regular,Irregular,"Removed by Military, without Foreign Support",M,1901
PAN-1968-2,81f312d5-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Torrijos Herrera,1968-10-12,1981-07-31,Irregular,Natural Death,Regular,M,1929
PAN-1981,81f343a6-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Florez Aguilar,1981-07-31,1982-03-03,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1931
PAN-1982,81f343a7-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Dario Paredes,1982-03-03,1983-08-15,Irregular,Regular,Regular,M,1931
PAN-1983,81f343a8-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Noriega,1983-08-15,1990-01-03,Irregular,Foreign,Removed through Threat of Foreign Force,M,1940
PAN-1990,81f343a9-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Endara,1990-01-04,1994-09-01,Foreign Imposition,Regular,Regular,M,1936
PAN-1994,81f343aa-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Balladares,1994-09-01,1999-09-01,Regular,Regular,Regular,M,1946
PAN-1999,81f3747a-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Mireya Moscoso,1999-09-01,2004-09-01,Regular,Regular,Regular,F,1946
PAN-2004,81f3747b-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Martin Torrijos,2004-09-01,2009-07-01,Regular,Regular,Regular,M,1963
PAN-2009,82508a85-1e42-11e4-b4cd-db5882bf8def,95,PAN,Panama,Americas,Martinelli,2009-07-01,2014-07-01,Regular,Regular,Regular,M,1952
PAN-2014,149e15bd-aae0-11e4-b3bc-29f2fa19767e,95,PAN,Panama,Americas,Varela Rodriguez,2014-07-01,2019-07-01,Regular,Regular,Regular,M,1963
PAN_2019_1,NA,95,PAN,Panama,Americas,Laurentino Cortizo,2019-07-01,2024-07-31,Regular,Still in Office,Still in Office,M,1953
COL-1938,81f437cc-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Santos,1938-08-07,1942-08-07,Regular,Regular,Regular,M,1888
COL-1942,81f437cb-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Lopez Pumarejo,1942-08-07,1945-08-07,Regular,Regular,Regular,M,1886
COL-1945,81f437cd-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Lleras Camargo,1945-08-07,1946-08-07,Regular,Regular,Regular,M,1906
COL-1946,81f4689e-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Ospina Perez,1946-08-07,1950-08-07,Regular,Regular,Regular,M,1891
COL-1950,81f4689f-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Laureanco Gomez,1950-08-07,1951-11-05,Regular,Regular,Regular,M,1889
COL-1951,81f468a0-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Roberto Urdaneta Arbelaez,1951-11-05,1953-06-13,Regular,Regular,Regular,M,1890
COL-1953-2,81f468a1-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Rojas Pinillia,1953-06-13,1957-05-10,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,M,1900
COL-1957,81f468a2-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Paris,1957-05-10,1958-08-07,Irregular,Regular,Regular,M,1910
COL-1958,81f437cd-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Lleras Camargo,1958-08-07,1962-08-07,Regular,Regular,Regular,M,1906
COL-1962,81f49972-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Guillermo-Leon,1962-08-07,1966-08-07,Regular,Regular,Regular,M,1909
COL-1966,81f49973-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Lleras Restropo,1966-08-07,1970-08-07,Regular,Regular,Regular,M,1908
COL-1970,81f49974-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Pastrana Borrero,1970-08-07,1974-08-07,Regular,Regular,Regular,M,1923
COL-1974,81f49975-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Lopez Michelsen,1974-08-07,1978-08-07,Regular,Regular,Regular,M,1913
COL-1978,81f4ca50-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Turbay,1978-08-07,1982-08-07,Regular,Regular,Regular,M,1916
COL-1982,81f4ca51-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Betancur,1982-08-07,1986-08-07,Regular,Regular,Regular,M,1923
COL-1986,81f4ca52-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Vargas,1986-08-07,1990-08-07,Regular,Regular,Regular,M,1921
COL-1990,0edc9d90-df39-11e5-ba44-bb6d7c1a9a58,100,COL,Colombia,Americas,César Gaviria Trujillo,1990-08-07,1994-08-07,Regular,Regular,Regular,M,1947
COL-1994,81f4fb24-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Pizano,1994-08-07,1998-08-07,Regular,Regular,Regular,M,1950
COL-1998,81f4fb25-1e42-11e4-b4cd-db5882bf8def,100,COL,Colombia,Americas,Arango,1998-08-07,2002-08-07,Regular,Regular,Regular,M,1954
